household_id,date,location_type,climate_zone,household_size,income_level,inflation_rate,electricity_tariff_rate,past_month_units,ac_hours,fan_hours,next_month_units
4,2021-06-01,Urban,Cool,7,High,6.92,48.43,59.0,0.8,3.9,64.9
6,2021-02-01,Urban,Cool,5,Middle,7.0,48.02,57.4,1.22,4.17,44.3
3,2015-10-01,Urban,Cool,3,Middle,4.05,39.64,49.5,1.16,4.76,43.0
17,2024-04-01,Rural,DryHot,5,Low,8.43,53.61,47.3,0.42,1.35,45.5
14,2016-03-01,Semi-urban,WetWarm,7,Middle,4.66,41.43,98.5,3.98,6.86,109.9
20,2024-09-01,Rural,DryHot,8,Low,8.7,53.58,59.2,0.58,1.58,62.8
1,2022-11-01,Urban,WetWarm,2,High,7.48,50.07,72.2,3.16,6.35,83.6
20,2015-04-01,Rural,DryHot,8,Low,1.75,40.36,58.9,0.66,1.1,54.2
1,2017-10-01,Urban,WetWarm,2,High,5.48,43.4,106.6,5.92,7.86,84.6
18,2015-07-01,Rural,DryHot,6,Low,4.18,41.28,46.6,0.15,3.18,54.3
19,2017-09-01,Rural,DryHot,6,Low,5.1,42.5,45.3,0.07,1.32,47.5
4,2022-05-01,Urban,Cool,7,High,7.33,50.32,71.9,1.87,3.58,74.2
13,2017-06-01,Semi-urban,DryHot,4,Middle,5.6,43.5,131.7,7.47,8.19,141.8
6,2024-09-01,Urban,Cool,5,Middle,8.7,53.58,61.9,1.39,6.52,53.2
15,2022-01-01,Rural,DryHot,7,Low,6.2,49.99,59.2,0.81,2.89,56.1
20,2017-08-01,Rural,DryHot,8,Low,5.69,43.38,53.3,0.08,2.93,60.7
1,2015-01-01,Urban,WetWarm,2,High,5.85,40.12,80.2,3.76,8.24,95.4
16,2024-10-01,Rural,DryHot,8,Low,7.89,54.04,58.4,0.43,3.59,56.8
10,2016-10-01,Semi-urban,WetWarm,6,Middle,6.66,40.85,49.5,0.28,5.12,91.6
10,2017-05-01,Semi-urban,WetWarm,6,Middle,3.98,41.54,102.7,4.39,9.41,89.9
15,2017-05-01,Rural,DryHot,7,Low,3.98,41.54,55.2,0.69,1.23,49.5
1,2021-11-01,Urban,WetWarm,2,High,5.9,48.14,106.2,5.74,9.47,100.3
13,2018-06-01,Semi-urban,DryHot,4,Middle,4.67,44.51,129.9,7.12,11.92,108.3
15,2024-10-01,Rural,DryHot,7,Low,7.89,54.04,60.4,0.83,3.1,58.6
6,2021-05-01,Urban,Cool,5,Middle,6.75,48.98,61.6,1.51,4.14,44.5
16,2019-12-01,Rural,DryHot,8,Low,6.71,46.48,58.5,0.56,1.38,60.9
17,2024-01-01,Rural,DryHot,5,Low,8.24,53.11,44.2,0.26,1.04,50.0
9,2022-03-01,Semi-urban,WetWarm,5,Middle,6.81,49.83,99.4,4.29,9.89,96.6
13,2016-09-01,Semi-urban,DryHot,4,Middle,5.3,42.99,148.5,8.63,12.63,81.4
7,2019-03-01,Urban,WetWarm,4,Middle,6.58,46.65,113.4,5.85,9.5,99.0
18,2017-06-01,Rural,DryHot,6,Low,5.6,43.5,49.0,0.26,3.44,53.9
17,2021-10-01,Rural,DryHot,5,Low,7.89,49.62,51.4,0.72,3.81,45.8
5,2018-02-01,Urban,WetWarm,6,High,5.72,44.1,107.4,4.77,9.26,110.5
7,2023-07-01,Urban,WetWarm,4,Middle,6.92,52.71,115.1,5.9,9.76,91.6
4,2018-09-01,Urban,Cool,7,High,7.29,44.53,61.6,1.04,4.08,57.2
4,2017-01-01,Urban,Cool,7,High,5.52,42.88,59.9,0.82,4.28,72.4
18,2017-01-01,Rural,DryHot,6,Low,5.52,42.88,48.0,0.15,3.54,46.5
16,2020-07-01,Rural,DryHot,8,Low,6.81,47.2,54.3,0.17,2.51,54.7
1,2023-09-01,Urban,WetWarm,2,High,8.1,51.89,104.5,5.57,9.32,86.4
14,2021-02-01,Semi-urban,WetWarm,7,Middle,7.0,48.02,101.7,4.04,9.55,108.8
20,2015-11-01,Rural,DryHot,8,Low,3.63,39.56,57.9,0.55,1.94,62.7
6,2022-05-01,Urban,Cool,5,Middle,7.33,50.32,52.7,0.73,5.9,62.1
16,2017-01-01,Rural,DryHot,8,Low,5.52,42.88,55.1,0.29,3.33,62.7
7,2023-11-01,Urban,WetWarm,4,Middle,7.94,51.31,59.9,1.49,6.84,91.1
11,2018-05-01,Semi-urban,WetWarm,7,Middle,6.91,43.42,122.6,5.68,9.97,100.6
1,2020-03-01,Urban,WetWarm,2,High,6.58,46.09,102.0,5.62,6.48,98.1
11,2023-10-01,Semi-urban,WetWarm,7,Middle,8.9,52.53,98.3,3.68,8.29,69.8
8,2016-01-01,Urban,WetWarm,2,High,4.7,41.48,91.3,4.61,9.34,87.1
16,2022-02-01,Rural,DryHot,8,Low,7.32,50.82,64.2,0.99,2.66,59.7
11,2020-03-01,Semi-urban,WetWarm,7,Middle,6.58,46.09,111.3,4.85,7.83,126.2
2,2023-08-01,Urban,WetWarm,4,High,8.07,51.87,87.8,3.66,8.6,116.7
2,2017-02-01,Urban,WetWarm,4,High,5.78,41.98,113.2,5.99,7.24,100.7
10,2015-09-01,Semi-urban,WetWarm,6,Middle,4.94,39.84,102.7,4.42,8.86,115.5
4,2016-02-01,Urban,Cool,7,High,4.35,40.95,72.8,1.92,5.49,65.7
17,2020-08-01,Rural,DryHot,5,Low,4.72,47.66,42.6,0.13,1.45,49.0
10,2020-03-01,Semi-urban,WetWarm,6,Middle,6.58,46.09,106.0,4.74,7.08,98.3
20,2016-07-01,Rural,DryHot,8,Low,3.33,41.55,61.4,0.84,2.54,55.5
18,2018-01-01,Rural,DryHot,6,Low,5.51,45.17,51.5,0.46,2.63,49.3
11,2021-03-01,Semi-urban,WetWarm,7,Middle,6.45,48.63,91.4,3.2,8.16,91.1
11,2020-06-01,Semi-urban,WetWarm,7,Middle,6.37,48.4,100.3,3.92,8.78,117.7
18,2023-09-01,Rural,DryHot,6,Low,8.1,51.89,47.8,0.13,2.84,52.3
15,2022-08-01,Rural,DryHot,7,Low,4.83,50.03,55.6,0.56,3.08,56.6
1,2015-10-01,Urban,WetWarm,2,High,4.05,39.64,92.4,4.75,9.83,50.2
4,2022-06-01,Urban,Cool,7,High,6.78,50.22,74.2,1.86,5.66,60.4
6,2024-01-01,Urban,Cool,5,Middle,8.24,53.11,61.3,1.43,5.94,48.2
3,2016-04-01,Urban,Cool,3,Middle,4.55,40.52,42.2,0.52,4.27,48.4
8,2018-07-01,Urban,WetWarm,2,High,4.34,44.49,89.3,4.36,9.69,92.0
14,2019-10-01,Semi-urban,WetWarm,7,Middle,6.79,46.41,113.6,5.1,7.22,75.0
4,2017-06-01,Urban,Cool,7,High,5.6,43.5,67.2,1.57,3.09,70.5
16,2017-10-01,Rural,DryHot,8,Low,5.48,43.4,54.7,0.24,3.69,51.7
20,2016-10-01,Rural,DryHot,8,Low,6.66,40.85,53.3,0.25,1.38,61.8
14,2016-10-01,Semi-urban,WetWarm,7,Middle,6.66,40.85,59.9,0.83,5.53,112.8
8,2020-09-01,Urban,WetWarm,2,High,6.43,47.17,105.1,5.71,8.63,96.7
8,2022-01-01,Urban,WetWarm,2,High,6.2,49.99,78.2,3.6,7.09,109.2
7,2017-08-01,Urban,WetWarm,4,Middle,5.69,43.38,86.0,3.73,6.55,102.8
15,2017-11-01,Rural,DryHot,7,Low,5.01,42.21,53.4,0.51,1.19,56.4
4,2023-05-01,Urban,Cool,7,High,7.79,51.55,69.1,1.65,3.07,52.0
15,2022-07-01,Rural,DryHot,7,Low,7.22,50.86,59.4,0.77,3.93,55.6
11,2017-01-01,Semi-urban,WetWarm,7,Middle,5.52,42.88,104.2,4.21,9.41,105.8
10,2022-05-01,Semi-urban,WetWarm,6,Middle,7.33,50.32,85.7,3.09,7.27,113.8
8,2024-11-01,Urban,WetWarm,2,High,9.1,53.13,73.1,3.06,7.96,107.1
5,2016-10-01,Urban,WetWarm,6,High,6.66,40.85,52.8,0.54,3.58,106.8
7,2016-08-01,Urban,WetWarm,4,Middle,3.6,42.39,93.1,4.25,8.25,83.0
1,2018-05-01,Urban,WetWarm,2,High,6.91,43.42,94.7,4.92,8.55,85.9
8,2017-05-01,Urban,WetWarm,2,High,3.98,41.54,89.9,4.48,9.2,92.9
7,2015-12-01,Urban,WetWarm,4,Middle,4.23,40.4,108.7,5.54,7.69,89.5
5,2019-12-01,Urban,WetWarm,6,High,6.71,46.48,108.1,4.79,9.34,112.6
11,2015-02-01,Semi-urban,WetWarm,7,Middle,3.76,38.74,91.1,3.29,8.49,121.3
12,2016-08-01,Semi-urban,WetWarm,4,Low,3.6,42.39,41.2,0.25,1.6,43.5
6,2023-02-01,Urban,Cool,5,Middle,7.16,53.38,65.5,1.93,3.12,52.7
18,2021-08-01,Rural,DryHot,6,Low,6.4,49.03,57.7,0.92,3.9,54.2
17,2016-12-01,Rural,DryHot,5,Low,4.19,41.66,52.4,0.84,3.62,46.5
17,2015-01-01,Rural,DryHot,5,Low,5.85,40.12,51.9,0.75,3.5,51.4
12,2019-04-01,Semi-urban,WetWarm,4,Low,5.72,47.74,41.7,0.25,3.46,47.4
10,2020-06-01,Semi-urban,WetWarm,6,Middle,6.37,48.4,106.9,4.74,8.09,93.1
9,2020-12-01,Semi-urban,WetWarm,5,Middle,5.4,47.17,103.0,4.71,9.43,96.8
4,2016-01-01,Urban,Cool,7,High,4.7,41.48,71.6,1.75,6.9,72.8
6,2020-08-01,Urban,Cool,5,Middle,4.72,47.66,50.3,0.72,3.08,65.5
12,2024-04-01,Semi-urban,WetWarm,4,Low,8.43,53.61,41.9,0.2,2.29,45.7
18,2019-09-01,Rural,DryHot,6,Low,6.4,44.99,54.1,0.76,2.5,50.3
3,2024-10-01,Urban,Cool,3,Middle,7.89,54.04,53.8,1.48,3.15,40.9
9,2015-08-01,Semi-urban,WetWarm,5,Middle,3.63,39.43,80.6,3.07,7.15,100.3
7,2020-04-01,Urban,WetWarm,4,Middle,6.4,47.05,84.8,3.42,9.95,87.8
7,2016-04-01,Urban,WetWarm,4,Middle,4.55,40.52,81.3,3.31,7.55,98.7
12,2017-10-01,Semi-urban,WetWarm,4,Low,5.48,43.4,47.3,0.62,3.71,49.9
9,2021-04-01,Semi-urban,WetWarm,5,Middle,7.83,47.9,89.8,3.72,7.22,92.8
9,2015-11-01,Semi-urban,WetWarm,5,Middle,3.63,39.56,62.0,1.52,6.11,104.0
4,2024-03-01,Urban,Cool,7,High,9.17,54.27,74.4,1.82,6.59,58.4
6,2019-08-01,Urban,Cool,5,Middle,5.03,45.1,48.0,0.37,6.58,65.0
19,2023-04-01,Rural,DryHot,6,Low,9.92,52.84,52.2,0.51,3.3,54.2
19,2023-10-01,Rural,DryHot,6,Low,8.9,52.53,57.2,0.97,2.69,55.6
12,2021-05-01,Semi-urban,WetWarm,4,Low,6.75,48.98,40.9,0.17,3.98,41.0
13,2023-01-01,Semi-urban,DryHot,4,Middle,7.75,52.12,124.3,6.72,8.29,142.9
16,2023-07-01,Rural,DryHot,8,Low,6.92,52.71,64.4,0.97,3.38,56.5
18,2019-07-01,Rural,DryHot,6,Low,5.35,45.6,46.2,0.0,3.48,50.0
13,2024-02-01,Semi-urban,DryHot,4,Middle,8.92,53.22,125.2,6.55,11.5,113.0
12,2015-09-01,Semi-urban,WetWarm,4,Low,4.94,39.84,50.3,1.0,1.61,38.9
20,2015-12-01,Rural,DryHot,8,Low,4.23,40.4,62.7,0.94,3.13,52.6
20,2016-12-01,Rural,DryHot,8,Low,4.19,41.66,55.8,0.37,3.06,57.0
12,2023-10-01,Semi-urban,WetWarm,4,Low,8.9,52.53,48.5,0.8,1.18,49.6
13,2017-01-01,Semi-urban,DryHot,4,Middle,5.52,42.88,84.5,3.65,6.13,108.3
13,2024-08-01,Semi-urban,DryHot,4,Middle,8.43,53.8,109.0,5.46,8.28,112.7
17,2020-12-01,Rural,DryHot,5,Low,5.4,47.17,48.1,0.5,3.36,44.5
11,2019-03-01,Semi-urban,WetWarm,7,Middle,6.58,46.65,101.4,3.96,9.61,94.1
15,2016-08-01,Rural,DryHot,7,Low,3.6,42.39,57.5,0.7,2.98,60.1
11,2019-05-01,Semi-urban,WetWarm,7,Middle,5.5,45.02,90.5,3.25,6.68,99.5
20,2019-03-01,Rural,DryHot,8,Low,6.58,46.65,59.6,0.66,2.42,56.8
19,2020-07-01,Rural,DryHot,6,Low,6.81,47.2,45.6,0.02,2.82,56.5
11,2018-01-01,Semi-urban,WetWarm,7,Middle,5.51,45.17,103.2,4.22,7.42,109.2
8,2018-10-01,Urban,WetWarm,2,High,5.61,43.66,73.7,3.13,9.2,82.6
1,2021-08-01,Urban,WetWarm,2,High,6.4,49.03,76.6,3.41,7.71,107.1
10,2022-09-01,Semi-urban,WetWarm,6,Middle,7.7,49.7,92.4,3.49,8.31,95.4
7,2022-11-01,Urban,WetWarm,4,Middle,7.48,50.07,89.3,3.94,7.33,94.5
15,2024-05-01,Rural,DryHot,7,Low,9.22,53.0,56.0,0.57,2.86,61.5
6,2020-12-01,Urban,Cool,5,Middle,5.4,47.17,60.6,1.49,3.38,63.5
18,2019-12-01,Rural,DryHot,6,Low,6.71,46.48,51.8,0.62,1.34,54.5
17,2018-01-01,Rural,DryHot,5,Low,5.51,45.17,43.1,0.13,2.36,42.6
1,2019-10-01,Urban,WetWarm,2,High,6.79,46.41,91.0,4.68,7.2,41.6
2,2016-02-01,Urban,WetWarm,4,High,4.35,40.95,79.1,3.16,8.12,105.5
10,2020-01-01,Semi-urban,WetWarm,6,Middle,7.09,48.14,92.2,3.71,6.35,88.4
8,2022-10-01,Urban,WetWarm,2,High,7.72,50.29,73.4,3.19,6.85,75.1
8,2022-05-01,Urban,WetWarm,2,High,7.33,50.32,83.4,3.99,6.0,81.7
7,2023-08-01,Urban,WetWarm,4,Middle,8.07,51.87,91.6,4.12,6.89,84.2
12,2024-05-01,Semi-urban,WetWarm,4,Low,9.22,53.0,45.7,0.52,2.03,42.0
16,2023-06-01,Rural,DryHot,8,Low,8.09,52.46,57.5,0.41,2.48,64.4
13,2022-08-01,Semi-urban,DryHot,4,Middle,4.83,50.03,133.0,7.25,11.83,114.7
11,2016-03-01,Semi-urban,WetWarm,7,Middle,4.66,41.43,115.2,5.26,8.23,102.9
5,2017-01-01,Urban,WetWarm,6,High,5.52,42.88,115.7,5.58,8.36,118.4
20,2022-08-01,Rural,DryHot,8,Low,4.83,50.03,58.7,0.6,2.35,61.1
3,2023-12-01,Urban,Cool,3,Middle,7.95,51.32,48.8,0.95,5.52,57.2
4,2017-03-01,Urban,Cool,7,High,3.88,42.42,57.0,0.69,3.49,55.4
9,2020-05-01,Semi-urban,WetWarm,5,Middle,6.62,49.01,84.6,3.19,9.44,96.3
12,2020-05-01,Semi-urban,WetWarm,4,Low,6.62,49.01,49.6,0.89,3.44,40.2
8,2019-07-01,Urban,WetWarm,2,High,5.35,45.6,83.9,3.99,8.47,74.4
7,2024-01-01,Urban,WetWarm,4,Middle,8.24,53.11,87.3,3.69,9.08,86.5
20,2019-11-01,Rural,DryHot,8,Low,6.18,45.03,62.9,0.81,3.61,57.4
4,2024-08-01,Urban,Cool,7,High,8.43,53.8,63.1,1.1,3.05,58.5
15,2015-04-01,Rural,DryHot,7,Low,1.75,40.36,56.0,0.65,2.27,60.9
18,2016-02-01,Rural,DryHot,6,Low,4.35,40.95,46.2,0.15,1.97,56.3
19,2021-03-01,Rural,DryHot,6,Low,6.45,48.63,52.2,0.54,1.76,47.1
17,2023-08-01,Rural,DryHot,5,Low,8.07,51.87,51.4,0.72,2.79,53.5
17,2017-04-01,Rural,DryHot,5,Low,4.36,41.99,49.7,0.75,1.14,52.8
6,2019-05-01,Urban,Cool,5,Middle,5.5,45.02,63.3,1.66,4.99,66.2
2,2019-05-01,Urban,WetWarm,4,High,5.5,45.02,93.9,4.34,6.0,107.4
13,2017-11-01,Semi-urban,DryHot,4,Middle,5.01,42.21,110.5,5.6,8.88,125.6
10,2020-10-01,Semi-urban,WetWarm,6,Middle,7.62,47.43,110.1,4.94,9.71,109.8
1,2018-03-01,Urban,WetWarm,2,High,5.37,43.57,95.2,4.9,8.45,98.5
13,2024-07-01,Semi-urban,DryHot,4,Middle,9.49,52.0,129.9,6.85,13.32,109.0
6,2024-06-01,Urban,Cool,5,Middle,8.44,53.93,46.9,0.2,5.44,65.5
1,2022-07-01,Urban,WetWarm,2,High,7.22,50.86,80.6,3.67,9.63,82.4
2,2018-11-01,Urban,WetWarm,4,High,4.94,45.11,85.7,3.63,7.45,83.1
11,2015-06-01,Semi-urban,WetWarm,7,Middle,3.68,40.2,106.4,4.48,8.92,101.0
8,2017-12-01,Urban,WetWarm,2,High,5.13,43.91,104.0,5.68,7.36,82.0
16,2021-11-01,Rural,DryHot,8,Low,5.9,48.14,60.2,0.7,1.13,60.5
19,2018-04-01,Rural,DryHot,6,Low,5.64,44.85,55.1,0.82,3.45,47.0
20,2019-10-01,Rural,DryHot,8,Low,6.79,46.41,53.4,0.14,1.47,62.9
10,2016-02-01,Semi-urban,WetWarm,6,Middle,4.35,40.95,99.8,4.2,9.19,93.1
10,2021-04-01,Semi-urban,WetWarm,6,Middle,7.83,47.9,116.4,5.56,7.96,89.2
12,2015-05-01,Semi-urban,WetWarm,4,Low,3.28,40.53,43.2,0.33,3.06,49.5
16,2023-02-01,Rural,DryHot,8,Low,7.16,53.38,63.6,0.87,2.8,55.1
12,2017-07-01,Semi-urban,WetWarm,4,Low,6.06,41.63,46.1,0.66,3.14,45.8
5,2017-07-01,Urban,WetWarm,6,High,6.06,41.63,84.2,3.1,6.42,86.8
15,2015-01-01,Rural,DryHot,7,Low,5.85,40.12,54.2,0.58,1.16,47.7
5,2016-08-01,Urban,WetWarm,6,High,3.6,42.39,92.5,3.73,7.02,89.3
16,2022-06-01,Rural,DryHot,8,Low,6.78,50.22,62.4,0.76,2.8,61.9
12,2020-09-01,Semi-urban,WetWarm,4,Low,6.43,47.17,49.0,0.94,1.41,44.4
13,2021-08-01,Semi-urban,DryHot,4,Middle,6.4,49.03,114.8,5.74,12.11,86.5
14,2024-04-01,Semi-urban,WetWarm,7,Middle,8.43,53.61,102.6,4.05,8.51,95.2
3,2023-03-01,Urban,Cool,3,Middle,9.8,51.48,58.4,1.87,3.47,57.4
19,2016-06-01,Rural,DryHot,6,Low,5.06,40.53,49.9,0.35,2.63,47.2
10,2024-01-01,Semi-urban,WetWarm,6,Middle,8.24,53.11,116.9,5.49,8.41,88.0
1,2017-05-01,Urban,WetWarm,2,High,3.98,41.54,98.2,5.27,6.36,73.7
13,2023-05-01,Semi-urban,DryHot,4,Middle,7.79,51.55,112.3,5.75,8.45,148.1
11,2016-06-01,Semi-urban,WetWarm,7,Middle,5.06,40.53,119.6,5.53,8.79,96.9
16,2018-12-01,Rural,DryHot,8,Low,5.9,44.28,59.3,0.57,2.04,57.3
7,2021-03-01,Urban,WetWarm,4,Middle,6.45,48.63,91.8,4.06,8.8,102.2
8,2023-10-01,Urban,WetWarm,2,High,8.9,52.53,77.7,3.47,8.11,44.6
12,2023-01-01,Semi-urban,WetWarm,4,Low,7.75,52.12,43.1,0.29,3.18,41.0
2,2019-02-01,Urban,WetWarm,4,High,8.61,46.29,91.6,4.04,9.32,106.0
19,2018-10-01,Rural,DryHot,6,Low,5.61,43.66,47.1,0.21,2.25,52.1
14,2024-09-01,Semi-urban,WetWarm,7,Middle,8.7,53.58,123.2,5.74,7.75,114.2
10,2024-10-01,Semi-urban,WetWarm,6,Middle,7.89,54.04,105.2,4.56,7.58,93.7
13,2023-07-01,Semi-urban,DryHot,4,Middle,6.92,52.71,108.8,5.43,8.67,110.3
11,2019-06-01,Semi-urban,WetWarm,7,Middle,4.79,45.98,99.5,3.96,7.28,93.0
17,2017-06-01,Rural,DryHot,5,Low,5.6,43.5,43.6,0.12,3.56,49.3
8,2021-01-01,Urban,WetWarm,2,High,7.42,48.84,84.0,3.98,9.71,80.6
5,2015-12-01,Urban,WetWarm,6,High,4.23,40.4,108.1,4.98,7.24,98.7
8,2024-06-01,Urban,WetWarm,2,High,8.44,53.93,80.5,3.59,9.88,75.7
10,2016-06-01,Semi-urban,WetWarm,6,Middle,5.06,40.53,119.3,5.85,7.43,102.4
9,2021-01-01,Semi-urban,WetWarm,5,Middle,7.42,48.84,96.8,4.19,8.1,91.9
5,2023-12-01,Urban,WetWarm,6,High,7.95,51.32,95.9,3.75,8.59,90.2
7,2017-07-01,Urban,WetWarm,4,Middle,6.06,41.63,103.4,5.22,6.77,86.0
6,2019-10-01,Urban,Cool,5,Middle,6.79,46.41,60.8,1.44,3.68,57.3
2,2024-07-01,Urban,WetWarm,4,High,9.49,52.0,87.3,3.53,9.73,95.3
7,2016-01-01,Urban,WetWarm,4,Middle,4.7,41.48,89.5,3.99,6.35,101.7
20,2024-05-01,Rural,DryHot,8,Low,9.22,53.0,62.1,0.71,3.66,53.0
10,2023-11-01,Semi-urban,WetWarm,6,Middle,7.94,51.31,61.3,1.22,4.93,111.3
10,2021-05-01,Semi-urban,WetWarm,6,Middle,6.75,48.98,89.2,3.25,8.2,112.8
18,2016-01-01,Rural,DryHot,6,Low,4.7,41.48,56.5,0.92,2.05,46.2
17,2021-03-01,Rural,DryHot,5,Low,6.45,48.63,41.4,0.05,1.35,46.3
19,2015-05-01,Rural,DryHot,6,Low,3.28,40.53,51.0,0.49,2.09,51.0
8,2022-11-01,Urban,WetWarm,2,High,7.48,50.07,75.1,3.22,9.48,89.0
11,2015-10-01,Semi-urban,WetWarm,7,Middle,4.05,39.64,121.4,5.72,8.99,70.2
9,2023-10-01,Semi-urban,WetWarm,5,Middle,8.9,52.53,100.5,4.55,7.28,66.0
15,2018-01-01,Rural,DryHot,7,Low,5.51,45.17,59.1,0.91,1.81,58.0
1,2024-01-01,Urban,WetWarm,2,High,8.24,53.11,103.4,5.56,7.1,98.7
9,2023-07-01,Semi-urban,WetWarm,5,Middle,6.92,52.71,82.8,3.15,6.6,90.9
5,2022-05-01,Urban,WetWarm,6,High,7.33,50.32,98.7,4.01,8.97,112.0
10,2022-04-01,Semi-urban,WetWarm,6,Middle,9.28,50.94,89.6,3.23,8.82,85.7
10,2022-11-01,Semi-urban,WetWarm,6,Middle,7.48,50.07,111.0,5.06,7.9,95.3
14,2017-05-01,Semi-urban,WetWarm,7,Middle,3.98,41.54,123.8,5.93,8.27,112.7
13,2020-08-01,Semi-urban,DryHot,4,Middle,4.72,47.66,112.8,5.81,9.17,134.8
13,2019-05-01,Semi-urban,DryHot,4,Middle,5.5,45.02,130.4,7.19,9.77,125.4
8,2019-03-01,Urban,WetWarm,2,High,6.58,46.65,77.1,3.41,8.41,90.5
8,2023-12-01,Urban,WetWarm,2,High,7.95,51.32,86.4,4.13,7.9,98.8
9,2022-05-01,Semi-urban,WetWarm,5,Middle,7.33,50.32,113.2,5.55,6.59,100.0
16,2021-12-01,Rural,DryHot,8,Low,7.61,49.29,60.5,0.77,1.57,54.7
16,2024-05-01,Rural,DryHot,8,Low,9.22,53.0,58.9,0.56,1.81,64.8
18,2015-01-01,Rural,DryHot,6,Low,5.85,40.12,45.7,0.02,3.72,45.1
8,2018-09-01,Urban,WetWarm,2,High,7.29,44.53,106.7,5.89,8.81,73.7
2,2016-12-01,Urban,WetWarm,4,High,4.19,41.66,92.7,4.28,7.01,92.6
20,2021-05-01,Rural,DryHot,8,Low,6.75,48.98,57.2,0.42,2.4,54.7
19,2016-12-01,Rural,DryHot,6,Low,4.19,41.66,48.2,0.19,3.99,50.8
8,2015-11-01,Urban,WetWarm,2,High,3.63,39.56,51.0,1.5,3.73,100.9
14,2017-04-01,Semi-urban,WetWarm,7,Middle,4.36,41.99,90.0,3.2,6.52,123.8
12,2022-04-01,Semi-urban,WetWarm,4,Low,9.28,50.94,49.7,0.85,3.78,49.1
7,2016-03-01,Urban,WetWarm,4,Middle,4.66,41.43,99.6,4.74,8.15,81.3
6,2024-10-01,Urban,Cool,5,Middle,7.89,54.04,53.2,0.78,3.74,50.6
19,2024-10-01,Rural,DryHot,6,Low,7.89,54.04,46.2,0.12,2.18,56.2
4,2022-11-01,Urban,Cool,7,High,7.48,50.07,66.2,1.45,3.07,56.8
3,2017-01-01,Urban,Cool,3,Middle,5.52,42.88,46.2,0.87,3.88,37.5
1,2021-04-01,Urban,WetWarm,2,High,7.83,47.9,92.1,4.78,6.49,84.9
11,2019-09-01,Semi-urban,WetWarm,7,Middle,6.4,44.99,97.4,3.79,7.72,119.1
4,2022-01-01,Urban,Cool,7,High,6.2,49.99,65.9,1.3,4.85,71.0
4,2017-12-01,Urban,Cool,7,High,5.13,43.91,56.9,0.48,6.54,64.4
17,2022-04-01,Rural,DryHot,5,Low,9.28,50.94,47.3,0.35,2.77,46.4
2,2019-09-01,Urban,WetWarm,4,High,6.4,44.99,84.2,3.42,8.93,111.4
9,2021-11-01,Semi-urban,WetWarm,5,Middle,5.9,48.14,82.7,3.14,7.87,110.0
19,2021-10-01,Rural,DryHot,6,Low,7.89,49.62,52.0,0.49,2.08,57.5
17,2017-11-01,Rural,DryHot,5,Low,5.01,42.21,45.7,0.22,3.97,50.2
12,2018-10-01,Semi-urban,WetWarm,4,Low,5.61,43.66,41.9,0.37,1.07,40.7
17,2015-05-01,Rural,DryHot,5,Low,3.28,40.53,51.0,0.82,2.2,50.5
5,2024-08-01,Urban,WetWarm,6,High,8.43,53.8,91.3,3.43,8.17,94.7
1,2020-02-01,Urban,WetWarm,2,High,5.63,47.98,84.5,4.12,6.02,102.0
11,2023-01-01,Semi-urban,WetWarm,7,Middle,7.75,52.12,114.3,5.16,6.9,112.2
16,2016-10-01,Rural,DryHot,8,Low,6.66,40.85,60.8,0.82,1.57,60.8
8,2017-09-01,Urban,WetWarm,2,High,5.1,42.5,81.7,3.93,6.19,90.8
8,2017-03-01,Urban,WetWarm,2,High,3.88,42.42,98.0,5.23,8.87,91.5
2,2023-01-01,Urban,WetWarm,4,High,7.75,52.12,106.7,5.21,9.6,105.6
3,2018-03-01,Urban,Cool,3,Middle,5.37,43.57,55.2,1.55,4.56,46.9
13,2024-01-01,Semi-urban,DryHot,4,Middle,8.24,53.11,141.7,7.91,13.44,125.2
15,2018-03-01,Rural,DryHot,7,Low,5.37,43.57,51.2,0.16,3.24,54.0
12,2021-01-01,Semi-urban,WetWarm,4,Low,7.42,48.84,48.3,0.74,3.25,46.8
16,2015-04-01,Rural,DryHot,8,Low,1.75,40.36,58.9,0.53,3.29,62.7
1,2018-01-01,Urban,WetWarm,2,High,5.51,45.17,101.4,5.36,9.58,74.6
20,2019-02-01,Rural,DryHot,8,Low,8.61,46.29,63.1,0.82,3.83,59.6
11,2016-02-01,Semi-urban,WetWarm,7,Middle,4.35,40.95,96.5,3.77,7.28,115.2
6,2020-03-01,Urban,Cool,5,Middle,6.58,46.09,60.8,1.49,4.72,56.9
20,2018-10-01,Rural,DryHot,8,Low,5.61,43.66,56.9,0.39,1.83,57.2
20,2015-07-01,Rural,DryHot,8,Low,4.18,41.28,56.8,0.4,3.39,55.2
17,2023-05-01,Rural,DryHot,5,Low,7.79,51.55,43.5,0.14,3.02,48.5
9,2016-06-01,Semi-urban,WetWarm,5,Middle,5.06,40.53,114.9,5.68,9.98,95.0
14,2015-12-01,Semi-urban,WetWarm,7,Middle,4.23,40.4,124.6,5.92,9.81,90.6
10,2018-07-01,Semi-urban,WetWarm,6,Middle,4.34,44.49,113.1,5.42,6.77,100.3
15,2017-09-01,Rural,DryHot,7,Low,5.1,42.5,53.2,0.35,3.48,56.6
7,2016-07-01,Urban,WetWarm,4,Middle,3.33,41.55,89.4,4.03,7.83,93.1
2,2020-12-01,Urban,WetWarm,4,High,5.4,47.17,85.2,3.52,9.26,108.4
